final_budget,method,method_label,iter,mean_psnr,std_psnr,runs
640,structsplat_onedge_tensor,SS on-edge + tensor,150,24.050418615341187,2.8271791912944275,8
640,structsplat_onedge_tensor,SS on-edge + tensor,175,23.870901823043823,2.7351702660410204,8
640,structsplat_onedge_tensor,SS on-edge + tensor,200,24.678838968276978,2.898743514811044,8
640,structsplat_onedge_tensor,SS on-edge + tensor,225,25.011592626571655,2.947446434189294,8
640,structsplat_onedge_tensor,SS on-edge + tensor,250,23.721208095550537,2.725231279306623,8
640,structsplat_onedge_tensor,SS on-edge + tensor,275,25.399996995925903,3.030490451924888,8
640,structsplat_onedge_tensor,SS on-edge + tensor,300,25.71293067932129,3.0793401253227954,8
640,structsplat_onedge_tensor,SS on-edge + tensor,325,25.890425443649292,3.1070626213439576,8
640,structsplat_onedge_tensor,SS on-edge + tensor,350,25.893306493759155,3.0812820446472764,8
640,structsplat_onedge_tensor,SS on-edge + tensor,375,26.30019474029541,3.1416574896390976,8
640,structsplat_onedge_tensor,SS on-edge + tensor,400,26.486287355422974,3.172433508509789,8
640,structsplat_onedge_tensor,SS on-edge + tensor,425,26.22145986557007,3.1261807115218705,8
640,structsplat_onedge_tensor,SS on-edge + tensor,450,26.850155353546143,3.2400051364453515,8
640,structsplat_onedge_tensor,SS on-edge + tensor,475,27.057568073272705,3.3065306628291817,8
640,structsplat_onedge_tensor,SS on-edge + tensor,499,27.179083108901978,3.3566486732185434,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,0,17.072120308876038,1.5521458497332297,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,25,20.99516773223877,2.499678397229097,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,50,22.13336682319641,2.6154767117399085,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,75,22.75337553024292,2.667600916354967,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,100,23.113009214401245,2.7926181715068337,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,125,23.88411045074463,2.914292583797988,8
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,150,24.34962487220764,2.953827109885573,8
